Order ID,Order Date,Customer ID,Customer Name,Product ID,Product Name,Category,Sub-Category,Region,State,City,Quantity,Sales,Profit,Discount,Shipping Mode,Return Status
ORD-000396,2025-12-07,CUST-00470,Lakshmi Patel,PRD-HOM-DEC-858,WallArt Frame,Home & Kitchen,Decor,North,Delhi,New Delhi,7,28949.2,5866.53,0.0,Standard Class,Returned
ORD-000397,2023-04-04,CUST-00249,Divya Reddy,PRD-OFF-PAP-276,PrintReady A4 Ream,Office Supplies,Paper,West,Gujarat,Ahmedabad,3,4368.2,1254.32,0.2,Second Class,Not Returned
ORD-000398,2023-05-11,CUST-00109,Kiara Gupta,PRD-ELE-ACC-325,Wireless Mouse,Electronics,Accessories,South,Tamil Nadu,Coimbatore,5,87721.97,13276.67,0.1,First Class,Not Returned
ORD-000399,2025-04-03,CUST-00333,Aditya Patel,PRD-ELE-ACC-240,Wireless Mouse,Electronics,Accessories,North,Punjab,Ludhiana,6,140229.3,-9806.28,0.3,Standard Class,Not Returned
ORD-000400,2025-04-30,CUST-00173,Ananya Kumar,PRD-OFF-PAP-349,GlossyPhoto Paper,Office Supplies,Paper,East,West Bengal,Kolkata,3,823.61,145.98,0.0,First Class,Not Returned
ORD-000401,2025-02-09,CUST-00797,Divya Menon,PRD-ELE-CAM-106,ClickPro DSLR,Electronics,Cameras,South,Karnataka,Hubballi,6,116586.46,8986.22,0.3,Standard Class,Not Returned
ORD-000402,2025-09-01,CUST-00709,Diya Menon,PRD-ELE-LAP-635,BizBook Air,Electronics,Laptops,North,Punjab,Ludhiana,1,5815.59,341.87,0.3,Second Class,Not Returned
ORD-000403,2023-06-30,CUST-00643,Aadhya Iyer,PRD-OFF-BIN-528,RingFolder Set,Office Supplies,Binders,South,Tamil Nadu,Chennai,5,6864.32,1392.34,0.0,Same Day,Not Returned
ORD-000404,2025-01-11,CUST-00780,Suresh Iyer,PRD-HOM-DEC-575,WallArt Frame,Home & Kitchen,Decor,West,Rajasthan,Jaipur,7,30347.13,5792.39,0.1,Standard Class,Not Returned
ORD-000405,2023-11-02,CUST-00702,Divya Bose,PRD-OFF-ART-280,SketchPro Set,Office Supplies,Art Supplies,South,Karnataka,Bengaluru,2,1224.08,313.82,0.1,Standard Class,Not Returned
ORD-000406,2024-11-15,CUST-00632,Neha Chatterjee,PRD-OFF-ART-206,ColorSplash Kit,Office Supplies,Art Supplies,West,Rajasthan,Jaipur,2,1976.98,195.62,0.0,First Class,Not Returned
ORD-000407,2023-08-26,CUST-00073,Sanya Singh,PRD-HOM-DEC-706,AromaGlow Candle Set,Home & Kitchen,Decor,North,Uttar Pradesh,Lucknow,1,1077.06,219.66,0.1,Standard Class,Not Returned
ORD-000408,2024-04-11,CUST-00101,Arjun Verma,PRD-ELE-CAM-484,ClickPro DSLR,Electronics,Cameras,East,West Bengal,Howrah,4,10256.6,1743.29,0.3,First Class,Returned
ORD-000409,2025-07-20,CUST-00183,Ishaan Chatterjee,PRD-FUR-TAB-837,OfficePro Desk,Furniture,Tables,South,Telangana,Warangal,1,6733.71,553.4,0.05,Standard Class,Returned
ORD-000410,2023-05-03,CUST-00288,Karthik Chatterjee,PRD-ELE-CAM-528,ActionCam 4K,Electronics,Cameras,South,Telangana,Hyderabad,5,207047.62,24074.47,0.1,Second Class,Not Returned
ORD-000411,2023-12-15,CUST-00592,Vivaan Verma,PRD-HOM-COO-521,NonStick Pan Set,Home & Kitchen,Cookware,East,Odisha,Bhubaneswar,6,10011.85,1442.3,0.3,Standard Class,Returned
ORD-000412,2025-05-26,CUST-00754,Priya Verma,PRD-HOM-COO-544,SteelPro Cookware,Home & Kitchen,Cookware,North,Punjab,Ludhiana,5,31301.59,3966.0,0.15,Same Day,Returned
ORD-000413,2025-08-21,CUST-00752,Myra Reddy,PRD-OFF-STA-643,NoteBook Pack,Office Supplies,Stationery,North,Delhi,New Delhi,2,320.83,43.02,0.2,Standard Class,Not Returned
ORD-000414,2023-01-26,CUST-00710,Sai Sharma,PRD-OFF-PAP-467,PrintReady A4 Ream,Office Supplies,Paper,South,Karnataka,Bengaluru,3,4463.28,411.48,0.2,Second Class,Not Returned
ORD-000415,2025-07-29,CUST-00585,Meena Menon,PRD-OFF-STA-574,NoteBook Pack,Office Supplies,Stationery,West,Rajasthan,Udaipur,7,653.28,190.69,0.0,First Class,Not Returned
ORD-000416,2025-08-08,CUST-00721,Arjun Pillai,PRD-CLO-MEN-807,DenimComfort Jeans,Clothing,Men's Wear,North,Delhi,New Delhi,5,4090.27,1352.28,0.15,First Class,Not Returned
ORD-000417,2024-02-29,CUST-00702,Divya Bose,PRD-ELE-HEA-156,StudioSound Headset,Electronics,Headphones,North,Haryana,Gurugram,1,39129.51,6242.59,0.0,Standard Class,Not Returned
ORD-000418,2023-03-25,CUST-00375,Ananya Kumar,PRD-FUR-CHA-826,StudyDesk Chair,Furniture,Chairs,West,Maharashtra,Pune,6,116788.12,3367.76,0.05,Second Class,Not Returned
ORD-000419,2024-03-05,CUST-00772,Kiara Menon,PRD-OFF-PAP-461,GlossyPhoto Paper,Office Supplies,Paper,East,Bihar,Patna,7,6698.43,731.88,0.1,Standard Class,Not Returned
ORD-000420,2025-07-15,CUST-00498,Vivaan Menon,PRD-CLO-MEN-826,DenimComfort Jeans,Clothing,Men's Wear,North,Haryana,Faridabad,7,3782.85,-208.0,0.3,Second Class,Not Returned
ORD-000421,2023-05-15,CUST-00193,Myra Gupta,PRD-HOM-APP-182,QuickBlend Mixer,Home & Kitchen,Appliances,NORTH,Punjab,Amritsar,7,13424.78,1958.16,0.0,Standard Class,Not Returned
ORD-000422,2023-10-31,CUST-00509,Ananya Menon,PRD-ELE-LAP-400,UltraBook Pro 14,Electronics,Laptops,North,Punjab,Amritsar,6,109993.74,7652.89,0.1,Standard Class,Not Returned
ORD-000423,2023-02-13,CUST-00299,Neha Sharma,PRD-ELE-MOB-954,Pixel Series Phone,Electronics,Mobiles,East,Bihar,Patna,4,106119.12,16999.35,0.15,Second Class,Not Returned
ORD-000424,2024-10-30,CUST-00498,Vivaan Menon,PRD-CLO-FOO-411,ComfortWalk Sandals,Clothing,Footwear,North,Haryana,Gurugram,3,7947.0,1342.12,0.1,Standard Class,Not Returned
ORD-000425,2024-08-13,CUST-00789,Aarav Das,PRD-OFF-PAP-391,GlossyPhoto Paper,Office Supplies,Paper,North,Punjab,Ludhiana,2,1331.79,-59.51,0.25,Same Day,Not Returned
ORD-000426,2023-11-11,CUST-00166,Karthik Kumar,PRD-ELE-MOB-688,iSmart Phone X,Electronics,Mobiles,South,Telangana,Warangal,2,53221.83,4076.74,0.0,Standard Class,Not Returned
ORD-000427,2024-10-11,CUST-00353,Priya Shetty,PRD-ELE-CAM-266,MirrorLite Camera,Electronics,Cameras,North,Delhi,New Delhi,4,75256.38,7076.37,0.15,Same Day,Not Returned
ORD-000428,2025-07-27,CUST-00328,Meena Rao,PRD-ELE-ACC-439,Wireless Mouse,Electronics,Accessories,West,Gujarat,Surat,5,154006.95,24336.74,0.1,Same Day,Not Returned
ORD-000429,2023-10-29,CUST-00579,Priya Das,PRD-OFF-ART-805,SketchPro Set,Office Supplies,Art Supplies,South,Kerala,Kochi,1,98.01,8.71,0.0,Second Class,Not Returned
ORD-000430,2023-02-20,CUST-00412,Ananya Reddy,PRD-CLO-WOM-465,CasualKurti Set,Clothing,Women's Wear,South,Karnataka,Hubballi,6,22305.67,6501.31,0.05,Second Class,Not Returned
ORD-000431,2024-07-23,CUST-00201,Sanya Menon,PRD-ELE-ACC-793,PowerBank 20000mAh,Electronics,Accessories,West,Maharashtra,Nagpur,4,13682.93,2174.45,0.15,Standard Class,Not Returned
ORD-000432,2025-11-13,CUST-00058,Aditya Verma,PRD-HOM-APP-251,ChillTech Fridge Mini,Home & Kitchen,Appliances,West,Gujarat,Surat,5,26911.35,5216.53,0.15,Standard Class,Not Returned
ORD-000433,2024-12-20,CUST-00316,Sanya Verma,PRD-HOM-DEC-320,WallArt Frame,Home & Kitchen,Decor,West,Gujarat,Surat,1,5804.01,769.38,0.2,Standard Class,Not Returned
ORD-000434,2025-05-18,CUST-00747,Lakshmi Menon,PRD-HOM-COO-247,NonStick Pan Set,Home & Kitchen,Cookware,South,Kerala,Thiruvananthapuram,1,1429.55,193.13,0.0,Same Day,Not Returned
ORD-000435,2025-02-08,CUST-00091,Rohan Gupta,PRD-ELE-HEA-279,BassBoost Earbuds,Electronics,Headphones,North,Punjab,Ludhiana,3,93077.3,6570.79,0.0,First Class,Not Returned
ORD-000436,2025-10-01,CUST-00044,Vivaan Patel,PRD-OFF-BIN-605,RingFolder Set,Office Supplies,Binders,North,Uttar Pradesh,Lucknow,3,920.37,250.4,0.0,First Class,Not Returned
ORD-000437,2024-09-06,CUST-00656,Aadhya Singh,PRD-OFF-ART-769,ColorSplash Kit,Office Supplies,Art Supplies,West,Gujarat,Surat,7,5583.37,1331.55,0.0,Standard Class,Not Returned
ORD-000438,2024-05-16,CUST-00030,Diya Reddy,PRD-ELE-HEA-168,BassBoost Earbuds,Electronics,Headphones,North,Haryana,Faridabad,7,142346.2,15705.56,0.3,Standard Class,Not Returned
ORD-000439,2023-09-02,CUST-00383,Sai Gupta,PRD-CLO-MEN-266,DenimComfort Jeans,Clothing,Men's Wear,North,Punjab,Amritsar,4,5788.09,1492.42,0.2,First Class,Returned
ORD-000440,2023-12-01,CUST-00055,Suresh Shetty,PRD-ELE-CAM-464,MirrorLite Camera,Electronics,Cameras,South,Telangana,Hyderabad,7,272571.02,-10128.64,0.25,Second Class,Not Returned
ORD-000441,2023-12-09,CUST-00557,Meena Singh,PRD-FUR-BOO-377,ModernShelf Unit,Furniture,Bookcases,West,Rajasthan,Udaipur,2,44283.94,2324.75,0.0,Second Class,Not Returned
ORD-000442,2023-10-22,CUST-00014,Aarav Nair,PRD-ELE-HEA-897,BassBoost Earbuds,Electronics,Headphones,North,Haryana,Gurugram,5,142522.22,21525.41,0.0,Standard Class,Not Returned
ORD-000443,2024-01-21,CUST-00573,Aditya Iyer,PRD-CLO-MEN-571,DenimComfort Jeans,Clothing,Men's Wear,East,West Bengal,Kolkata,7,27889.52,4213.01,0.0,Standard Class,Not Returned
ORD-000444,2025-01-12,CUST-00143,Vivaan Reddy,PRD-OFF-BIN-826,ClipFile Binder,Office Supplies,Binders,South,Karnataka,Bengaluru,1,1653.34,216.6,0.0,First Class,Not Returned
ORD-000445,2024-04-09,CUST-00315,Neha Sharma,PRD-ELE-LAP-535,UltraBook Pro 14,Electronics,Laptops,West,Maharashtra,Mumbai,4,124534.62,8292.83,0.0,First Class,Not Returned
ORD-000446,2023-03-29,CUST-00202,,PRD-ELE-ACC-160,Wireless Mouse,Electronics,Accessories,North,Haryana,Gurugram,2,34101.59,5216.76,0.0,Standard Class,Returned
ORD-000447,2023-07-17,CUST-00127,Aditya Patel,PRD-HOM-COO-289,NonStick Pan Set,Home & Kitchen,Cookware,West,Maharashtra,Mumbai,6,47394.59,9278.92,0.0,First Class,Not Returned
ORD-000448,2024-12-13,CUST-00361,Rahul Gupta,PRD-ELE-ACC-727,Wireless Mouse,Electronics,Accessories,South,Karnataka,Bengaluru,3,34882.76,2381.86,0.3,Second Class,Not Returned
ORD-000449,2024-07-31,CUST-00176,Rohan Singh,PRD-HOM-DEC-842,WallArt Frame,Home & Kitchen,Decor,South,Tamil Nadu,Madurai,6,21973.11,4480.34,0.2,Standard Class,Not Returned
ORD-000450,2025-06-19,CUST-00690,Diya Menon,PRD-HOM-COO-488,SteelPro Cookware,Home & Kitchen,Cookware,North,Punjab,Amritsar,5,28792.62,5922.28,0.0,First Class,Not Returned
ORD-000451,2025-08-12,CUST-00113,Kiara Chatterjee,PRD-CLO-FOO-821,ComfortWalk Sandals,Clothing,Footwear,South,Karnataka,Bengaluru,3,1514.65,180.95,0.1,Standard Class,Not Returned
ORD-000452,2025-07-24,CUST-00615,Suresh Gupta,PRD-OFF-ART-667,ColorSplash Kit,Office Supplies,Art Supplies,North,Uttar Pradesh,Lucknow,5,2319.79,595.39,0.0,First Class,Not Returned
ORD-000453,2025-01-22,CUST-00184,Karthik Pillai,PRD-ELE-CAM-207,MirrorLite Camera,Electronics,Cameras,North,Delhi,New Delhi,5,88118.55,6519.18,0.0,Standard Class,Not Returned
ORD-000454,2023-07-28,CUST-00760,Priya Gupta,PRD-HOM-COO-472,NonStick Pan Set,Home & Kitchen,Cookware,East,Odisha,Bhubaneswar,6,14244.43,1220.5,0.3,Standard Class,Not Returned
ORD-000455,2025-05-19,CUST-00743,Lakshmi Reddy,PRD-CLO-KID-464,SchoolUniform Set,Clothing,Kids Wear,North,Uttar Pradesh,Noida,7,2412.22,-140.3,0.25,First Class,Returned
ORD-000456,2024-05-28,CUST-00502,Neha Verma,PRD-CLO-WOM-201,EleganceSaree,Clothing,Women's Wear,West,Maharashtra,Pune,6,15754.17,4828.42,0.0,Same Day,Not Returned
ORD-000457,2024-10-31,CUST-00157,Priya Menon,PRD-FUR-CHA-776,ErgoComfort Chair,Furniture,Chairs,West,Gujarat,Surat,1,8232.83,1036.27,0.05,Standard Class,Not Returned
ORD-000458,2025-10-30,CUST-00268,Reyansh Chatterjee,PRD-CLO-MEN-540,ClassicFit Shirt,Clothing,Men's Wear,East,West Bengal,Howrah,7,21010.86,3115.7,0.2,Standard Class,Not Returned
ORD-000459,2025-07-30,CUST-00037,Arjun Reddy,PRD-ELE-ACC-981,Wireless Mouse,Electronics,Accessories,West,Rajasthan,Jaipur,7,40901.82,6278.72,0.2,Standard Class,Not Returned
ORD-000460,2025-03-07,CUST-00500,Arjun Shetty,PRD-OFF-ART-587,SketchPro Set,Office Supplies,Art Supplies,North,Punjab,Ludhiana,6,5664.81,1465.55,0.15,Standard Class,Not Returned
ORD-000461,2025-02-12,CUST-00632,Neha Chatterjee,PRD-CLO-KID-162,SchoolUniform Set,Clothing,Kids Wear,South,Karnataka,Bengaluru,1,955.3,223.2,0.1,Standard Class,Not Returned
ORD-000462,2023-02-25,CUST-00784,Diya Shetty,PRD-HOM-APP-199,ChillTech Fridge Mini,Home & Kitchen,Appliances,North,Haryana,Faridabad,5,1482.96,153.32,0.1,Standard Class,Not Returned
ORD-000463,2024-04-25,CUST-00664,Suresh Menon,PRD-FUR-CHA-167,StudyDesk Chair,Furniture,Chairs,East,West Bengal,Howrah,3,19806.27,2871.94,0.0,Standard Class,Not Returned
ORD-000464,2025-08-01,CUST-00674,Myra Das,PRD-HOM-DEC-373,AromaGlow Candle Set,Home & Kitchen,Decor,South,Kerala,Kochi,2,10590.04,1612.18,0.1,Standard Class,Not Returned
ORD-000465,2023-07-20,CUST-00501,Isha Iyer,PRD-ELE-LAP-608,BizBook Air,Electronics,Laptops,North,Haryana,Gurugram,6,187758.21,-15673.01,0.3,Same Day,Not Returned
ORD-000466,2023-06-04,CUST-00549,Arjun Kumar,PRD-ELE-HEA-404,NoiseCancel Pro,Electronics,Headphones,East,Odisha,Bhubaneswar,7,221297.09,27084.59,0.3,Standard Class,Not Returned
ORD-000467,2023-07-14,CUST-00607,Karthik Das,PRD-FUR-CHA-920,StudyDesk Chair,Furniture,Chairs,North,Uttar Pradesh,Lucknow,6,44993.42,4799.68,0.1,First Class,Not Returned
ORD-000468,2024-09-10,CUST-00517,Kabir Reddy,PRD-OFF-ART-304,SketchPro Set,Office Supplies,Art Supplies,North,Haryana,Faridabad,2,2529.37,-297.3,0.25,Standard Class,Not Returned
ORD-000469,2024-01-18,CUST-00591,Sai Iyer,PRD-CLO-FOO-753,ComfortWalk Sandals,Clothing,Footwear,North,Uttar Pradesh,Kanpur,3,1659.69,413.81,0.0,Second Class,Not Returned
ORD-000470,2023-10-30,CUST-00247,Rahul Bose,PRD-ELE-HEA-520,BassBoost Earbuds,Electronics,Headphones,South,Karnataka,Hubballi,3,59645.54,4608.97,0.05,First Class,Not Returned
ORD-000471,2024-08-10,CUST-00662,Sanya Das,PRD-ELE-ACC-515,FastCharge Cable,Electronics,Accessories,South,Tamil Nadu,Chennai,7,63842.73,9937.14,0.0,Standard Class,Not Returned
ORD-000472,2025-08-08,CUST-00498,Vivaan Menon,PRD-CLO-FOO-762,ComfortWalk Sandals,Clothing,Footwear,East,West Bengal,Kolkata,2,2264.3,527.85,0.1,Standard Class,Not Returned
ORD-000473,2024-07-22,CUST-00675,Sai Singh,PRD-CLO-MEN-597,FormalWear Blazer,Clothing,Men's Wear,West,Maharashtra,Mumbai,5,16307.62,2380.03,0.1,Second Class,Not Returned
ORD-000474,2025-04-13,CUST-00373,Kiara Menon,PRD-CLO-MEN-959,DenimComfort Jeans,Clothing,Men's Wear,West,Maharashtra,Mumbai,1,2256.03,330.38,0.0,Second Class,Not Returned
ORD-000475,2023-09-05,CUST-00535,Priya Singh,PRD-CLO-KID-192,SchoolUniform Set,Clothing,Kids Wear,South,Karnataka,Mysuru,6,17706.23,3044.94,0.1,First Class,Not Returned
ORD-000476,2024-04-28,CUST-00434,Ananya Bose,PRD-ELE-MOB-319,Pixel Series Phone,Electronics,Mobiles,East,Odisha,Bhubaneswar,5,130078.46,20955.58,0.1,First Class,Returned
ORD-000477,2025-12-28,CUST-00384,Diya Patel,PRD-OFF-STA-658,NoteBook Pack,Office Supplies,Stationery,North,Punjab,Amritsar,5,7884.25,1073.66,0.0,Standard Class,Not Returned
ORD-000478,2024-09-23,CUST-00022,Vivaan Chatterjee,PRD-CLO-MEN-778,FormalWear Blazer,Clothing,Men's Wear,West,Maharashtra,Nagpur,2,1408.05,156.7,0.05,Standard Class,Not Returned
ORD-000479,2025-01-13,CUST-00702,Divya Bose,PRD-ELE-LAP-497,ProDesk Notebook,Electronics,Laptops,South,Kerala,Thiruvananthapuram,2,12155.96,1799.91,0.1,Standard Class,Not Returned
ORD-000480,2024-04-27,CUST-00305,Isha Sharma,PRD-ELE-LAP-746,ProDesk Notebook,Electronics,Laptops,South,Kerala,Kochi,7,290949.62,45134.97,0.1,First Class,Not Returned
ORD-000481,2025-10-03,CUST-00483,Meena Iyer,PRD-OFF-BIN-997,RingFolder Set,Office Supplies,Binders,EAST,West Bengal,Kolkata,7,5464.09,513.92,0.1,Second Class,Not Returned
ORD-000482,2024-10-31,CUST-00465,Vivaan Gupta,PRD-OFF-STA-745,WriteWell Pen Set,Office Supplies,Stationery,North,Punjab,Ludhiana,3,622.66,60.73,0.15,Standard Class,Not Returned
ORD-000483,2023-06-18,CUST-00114,Sanya Verma,PRD-ELE-ACC-886,Wireless Mouse,Electronics,Accessories,West,Maharashtra,Nagpur,2,86999.8,6445.73,0.15,First Class,Not Returned
ORD-000484,2025-09-06,CUST-00753,Diya Chatterjee,PRD-ELE-LAP-918,BizBook Air,Electronics,Laptops,South,Karnataka,Mysuru,6,103322.25,9830.59,0.1,Standard Class,Not Returned
ORD-000485,2024-04-04,CUST-00022,Vivaan Chatterjee,PRD-HOM-DEC-191,WallArt Frame,Home & Kitchen,Decor,East,West Bengal,Howrah,2,7419.57,1614.4,0.0,Standard Class,Not Returned
ORD-000486,2024-06-16,CUST-00153,Divya Menon,PRD-ELE-HEA-680,NoiseCancel Pro,Electronics,Headphones,South,Kerala,Thiruvananthapuram,7,11444.96,721.1,0.2,Standard Class,Not Returned
ORD-000487,2024-01-26,CUST-00273,Priya Singh,PRD-FUR-STO-233,CabinetPro Unit,Furniture,Storage,North,Punjab,Ludhiana,5,25420.36,1924.93,0.1,First Class,Not Returned
ORD-000488,2024-01-05,CUST-00419,Kabir Kumar,PRD-OFF-STA-368,NoteBook Pack,Office Supplies,Stationery,South,Kerala,Kochi,5,6705.74,1986.56,0.1,Second Class,Not Returned
ORD-000489,2023-06-25,CUST-00011,Arjun Pillai,PRD-CLO-KID-803,SchoolUniform Set,Clothing,Kids Wear,South,Kerala,Thiruvananthapuram,4,9147.06,-543.11,0.3,Standard Class,Returned
ORD-000490,2024-11-12,CUST-00241,Isha Sharma,PRD-CLO-KID-105,PlayTime Tshirt,Clothing,Kids Wear,South,Kerala,Thiruvananthapuram,1,1172.38,311.78,0.15,Second Class,Not Returned
ORD-000491,2023-03-26,CUST-00595,Kabir Iyer,PRD-ELE-LAP-447,ProDesk Notebook,Electronics,Laptops,East,West Bengal,Kolkata,3,94422.22,5818.53,0.1,First Class,Not Returned
ORD-000492,2024-06-17,CUST-00120,Karthik Chatterjee,PRD-FUR-TAB-992,OfficePro Desk,Furniture,Tables,East,Odisha,Bhubaneswar,7,79070.61,6380.54,0.15,Standard Class,Not Returned
ORD-000493,2024-06-24,CUST-00530,,PRD-FUR-TAB-854,OfficePro Desk,Furniture,Tables,East,West Bengal,Howrah,3,37522.74,4959.93,0.0,Standard Class,Returned
ORD-000494,2024-01-11,CUST-00037,Arjun Reddy,PRD-CLO-WOM-578,SummerDress,Clothing,Women's Wear,North,Uttar Pradesh,Lucknow,4,10745.34,1855.93,0.2,Standard Class,Not Returned
ORD-000495,2025-09-20,CUST-00469,Sai Sharma,PRD-CLO-WOM-457,EleganceSaree,Clothing,Women's Wear,South,Telangana,Hyderabad,6,13192.82,1567.64,0.0,First Class,Not Returned
ORD-000496,2024-03-10,CUST-00598,Suresh Iyer,PRD-HOM-COO-526,NonStick Pan Set,Home & Kitchen,Cookware,EAST,West Bengal,Howrah,7,26913.15,4641.92,0.0,First Class,Returned
ORD-000497,2023-09-07,CUST-00404,Sai Pillai,PRD-FUR-CHA-257,ExecutiveDeluxe Chair,Furniture,Chairs,South,Kerala,Thiruvananthapuram,7,108794.94,8037.02,0.2,Second Class,Not Returned
ORD-000498,2023-01-12,CUST-00338,Divya Das,PRD-HOM-DEC-432,AromaGlow Candle Set,Home & Kitchen,Decor,East,Bihar,Patna,2,8404.99,900.08,0.05,First Class,Not Returned
ORD-000499,2024-08-02,CUST-00331,Diya Shetty,PRD-OFF-STA-194,NoteBook Pack,Office Supplies,Stationery,North,Punjab,Ludhiana,5,631.08,95.52,0.15,Standard Class,Not Returned
ORD-000500,2023-11-30,CUST-00398,Sai Reddy,PRD-OFF-BIN-223,ClipFile Binder,Office Supplies,Binders,South,Kerala,Thiruvananthapuram,3,2474.13,-71.0,0.3,Second Class,Not Returned
ORD-000501,2025-11-15,CUST-00205,Isha Verma,PRD-CLO-FOO-374,ComfortWalk Sandals,Clothing,Footwear,North,Uttar Pradesh,Lucknow,5,7453.5,2492.52,0.15,First Class,Not Returned
ORD-000502,2025-06-08,CUST-00646,Isha Kumar,PRD-FUR-CHA-449,StudyDesk Chair,Furniture,Chairs,East,Bihar,Patna,2,27986.91,3227.19,0.0,Same Day,Not Returned
ORD-000503,2025-12-10,CUST-00086,Aditya Bose,PRD-FUR-STO-920,StackBox Storage,Furniture,Storage,North,Punjab,Ludhiana,1,3157.29,87.38,0.1,First Class,Not Returned
ORD-000504,2024-08-28,CUST-00583,Sai Patel,PRD-ELE-MOB-625,Galaxy Note Phone,Electronics,Mobiles,South,Kerala,Thiruvananthapuram,2,118849.76,12797.43,0.0,Standard Class,Not Returned
ORD-000505,2024-06-02,CUST-00364,Neha Patel,PRD-ELE-MOB-216,Galaxy Note Phone,Electronics,Mobiles,West,Gujarat,Ahmedabad,5,156104.49,25380.99,0.0,First Class,Returned
ORD-000506,2025-05-02,CUST-00722,Diya Rao,PRD-FUR-STO-738,CabinetPro Unit,Furniture,Storage,West,Gujarat,Ahmedabad,6,138018.95,18334.07,0.05,Standard Class,Not Returned
ORD-000507,2024-06-15,CUST-00690,Diya Menon,PRD-ELE-ACC-105,FastCharge Cable,Electronics,Accessories,North,Delhi,New Delhi,2,13727.38,1921.0,0.2,Standard Class,Not Returned
ORD-000508,2025-09-23,CUST-00311,Priya Menon,PRD-CLO-KID-923,SchoolUniform Set,Clothing,Kids Wear,South,Tamil Nadu,Chennai,1,940.19,287.17,0.0,Standard Class,Not Returned
ORD-000509,2024-01-21,CUST-00028,Arjun Reddy,PRD-ELE-LAP-546,GamerEdge Laptop,Electronics,Laptops,East,Bihar,Patna,7,209078.59,23347.18,0.0,Standard Class,Not Returned
ORD-000510,2025-08-28,CUST-00433,Arjun Shetty,PRD-ELE-LAP-856,GamerEdge Laptop,Electronics,Laptops,West,Gujarat,Surat,6,5761.93,713.41,0.0,First Class,Not Returned
ORD-000511,2024-02-17,CUST-00302,Sanya Nair,PRD-CLO-FOO-441,RunFast Sneakers,Clothing,Footwear,South,Kerala,Thiruvananthapuram,6,5304.36,991.68,0.2,First Class,Not Returned
ORD-000512,2024-08-18,CUST-00038,Meena Nair,PRD-CLO-FOO-705,FormalStep Shoes,Clothing,Footwear,West,Rajasthan,Udaipur,4,4952.26,667.71,0.05,First Class,Not Returned
ORD-000513,2025-05-14,CUST-00591,Sai Iyer,PRD-FUR-CHA-763,ExecutiveDeluxe Chair,Furniture,Chairs,North,Uttar Pradesh,Lucknow,3,16683.56,2020.46,0.2,Second Class,Not Returned
ORD-000514,2025-07-07,CUST-00715,Aditya Shetty,PRD-FUR-TAB-843,OfficePro Desk,Furniture,Tables,South,Telangana,Warangal,1,6394.66,274.22,0.05,Second Class,Not Returned
ORD-000515,2024-11-25,CUST-00617,Suresh Gupta,PRD-HOM-DEC-234,AromaGlow Candle Set,Home & Kitchen,Decor,East,Bihar,Patna,3,20151.98,1543.27,0.15,First Class,Not Returned
ORD-000516,2025-01-07,CUST-00484,Aditya Singh,PRD-OFF-PAP-389,PrintReady A4 Ream,Office Supplies,Paper,West,Maharashtra,Nagpur,6,3364.15,653.06,0.2,Standard Class,Not Returned
ORD-000517,2025-10-04,CUST-00104,Aditya Patel,PRD-OFF-ART-340,SketchPro Set,Office Supplies,Art Supplies,South,Karnataka,Bengaluru,3,791.09,115.14,0.1,First Class,Not Returned
ORD-000518,2023-11-21,CUST-00179,Aditya Pillai,PRD-OFF-STA-445,WriteWell Pen Set,Office Supplies,Stationery,North,Punjab,Ludhiana,6,7314.83,-481.58,0.25,Standard Class,Not Returned
ORD-000519,2024-12-28,CUST-00788,Rahul Das,PRD-ELE-ACC-254,PowerBank 20000mAh,Electronics,Accessories,East,Bihar,Patna,7,109948.72,10388.03,0.0,Same Day,Not Returned
ORD-000520,2025-07-25,CUST-00774,Lakshmi Menon,PRD-ELE-MOB-943,Galaxy Note Phone,Electronics,Mobiles,North,Delhi,New Delhi,6,212604.49,39671.94,0.0,First Class,Not Returned
ORD-000521,2023-11-18,CUST-00746,Divya Menon,PRD-FUR-STO-850,CabinetPro Unit,Furniture,Storage,East,West Bengal,Howrah,6,12817.19,1827.57,0.1,First Class,Not Returned
ORD-000522,2024-02-18,CUST-00450,Aadhya Menon,PRD-HOM-COO-954,NonStick Pan Set,Home & Kitchen,Cookware,West,Gujarat,Surat,7,19230.93,-528.77,0.25,Standard Class,Not Returned
ORD-000523,2025-04-29,CUST-00370,Arjun Patel,PRD-CLO-WOM-871,EleganceSaree,Clothing,Women's Wear,West,Gujarat,Ahmedabad,1,3909.73,516.43,0.0,First Class,Not Returned
ORD-000524,2025-04-18,CUST-00470,Lakshmi Patel,PRD-HOM-DEC-130,AromaGlow Candle Set,Home & Kitchen,Decor,North,Delhi,New Delhi,1,794.64,145.68,0.0,Standard Class,Not Returned
ORD-000525,2023-12-03,CUST-00445,Ananya Nair,PRD-ELE-MOB-688,Pixel Series Phone,Electronics,Mobiles,South,Telangana,Warangal,7,230576.17,23981.99,0.15,First Class,Not Returned
ORD-000526,2024-09-15,CUST-00739,Kabir Rao,PRD-OFF-BIN-946,ClipFile Binder,Office Supplies,Binders,South,Tamil Nadu,Madurai,6,6887.68,2025.08,0.15,Standard Class,Not Returned
ORD-000527,2025-06-24,CUST-00715,Aditya Shetty,PRD-FUR-STO-408,StackBox Storage,Furniture,Storage,South,Telangana,Warangal,3,51492.62,6901.33,0.0,Second Class,Not Returned
